id,name,fileName,areaEffectSize,scale
2822,"Barkskin State Base","spells\barkshield_state_base.mdx",0,1
2842,"Missile: Leather Ball","spells\missile_leatherball.mdx",0,1
2843,"Levitate Impact Base","spells\levitate_impact_base.mdx",0,1
2844,"LoyaltyDown Impact Base","spells\LoyaltyDown_Impact_Base.mdx",0,1
2862,"Fire Reflect State Chest","spells\firereflect_state_chest.mdx",0,1
2863,"Frost Reflect State Chest","spells\frostreflect_state_chest.mdx",0,1
2864,"Shadow Reflect State Chest","spells\shadowreflect_state_chest.mdx",0,1
2865,"Missile: Lightning Bolt (Ivus)","spells\lightningboltivus_missile.mdx",0,1
2882,"Horde CTF Flag Chest","spells\hordectfflag_spell.mdx",0,1
2883,"Alliance CTF Flag Chest","spells\alliancectfflag_spell.mdx",0,1
2902,"Barkskin State Base (New)","spells\barkskin_state_base.mdx",0,1
2922,"HARDCODED Reputation","Spells\ReputationLevelUp.mdx",0,1
2942,"MovementImmunity Base","spells\movementimmunity_base.mdx",0,1
2962,"Missile: Holy Hammer","spells\holy_hammer_missile.mdx",0,1
2963,"Cat Mark State Head","Spells\CatMark.mdx",0,1
2964,"Level Up","Spells\SpellLevelUp.mdx",0,1
2965,"AbolishMagic Base","spells\abolishmagic_base.mdx",0,1
2966,"HellFire FirePuff Caster Base","\spells\HellFire_FirePuff_Caster_Base.mdx",0,1
2968,"Green Radiation Fog (Large)","Spells\LargeGreenRadiationFog.mdx",0,1
2969,"Missle: Life Drain","\\guldan\drive2\projects\wow\finaldata\patch_1.7.0\data\spells\lifedrain_missile.mdx",0,1
2970,"Web Spin","spells\webspin.mdx",0,1
2971,"BaseFlagCapRed Impact Base","spells\baseflagcapred_impact_base.mdx",0,1
2972,"Missile: BloodBolt","spells\bloodbolt_missile_low.mdx",0,1
2973,"Banish Chest (Red)","spells\bloodbolt_chest.mdx",0,1
2975,"**TEST*","\\guldan\drive2\projects\WoW\Data\Spells\AcidBreath.mdx",0,1
2978,"Green Radiation Fog (Blue/Green - Magic)","SPELLS\LargeBlueGreenRadiationFog.mdx",0,1
2979,"Gas Breath","spells\acidcloudbreath.mdx",0,0
2980,"Acid Breath (Liquid)","spells\acidliquidbreath.mdx",0,1
2981,"Parachute Wings Head","spells\parachute_wings_head.mdx",0,0
2982,"Trick or Treat - Treat - Head","spells\trickortreat_treat_head.mdx",0,0
2983,"Trick or Treat - Trick - Head","spells\trickortreat_trick_head.mdx",0,0
2984,"Trick or Treat - Treat Head","spells\trickortreat_treat_head.mdx",0,0
2985,"Trick or Treat - Trick Head","spells\trickortreat_trick_head.mdx",0,0
2986,"Thunderclap Cast Base: 20 foot","spells\thunderclap_cast_base.mdx",0,20
2987,"Retaliation State Base (Warrior)","Spells\Retaliation_State_Chest.mdx",0,1
2988,"Firecrackers Thrown","Spells\Firecrackers_Thrown.mdx",0,1
2989,"MoonBeam State Base","Spells\MoonBeam_Impact_Base.mdx",0,1
2991,"Snowball Powder Impact","spells\SnowballPowdery_Impact_Base.mdx",0,1
2992,"Snowball Powdery State","spells\SnowballPowdery_Impact_Base.mdx",0,1
2993,"Sand Vortex Base","spells\SandVortex_State_Base.mdx",0,1
2994,"Earth Burrow Cast","Spells\BurrowEarth_Brown_Missile.mdx",0,1
2995,"Sandworm Attack Effect Ground Impact","spells\SandWorm_AttackEffects.mdx",0,1
2996,"Holiday - Lunar Festival - Chest Firework Impact","spells\firework_romancandle_impact_chest_01.mdx",0,1
2997,"Missile: Firework - Roman Candle","spells\firework_romancandle_missle_01.mdx",0,1
2998,"Missile: SlimeLesser","spells\SlimeLesser_Missile.mdx",0,1
2999,"Cthun Eye Beam","spells\CthuneEyeAttack.mdx",0,1
3000,"Holiday - Lunar Festival - Elune's Candle Cast Hand","spells\romancandle_a_01.mdx",0,1
3001,"Missile: SlimeLesserExplode","spells\SlimeLesserExplode_Missile.mdx",0,1
3002,"Acid Burn Base","spells\AcidBurn.mdx",0,1
3003,"Holiday - Lunar Festival - Right Hand Firework impact","spells\firework_romancandle_impact_chest_01.mdx",0,1
3004,"Holiday - Lunar Festival - Left Hand Firework impact","spells\firework_romancandle_impact_chest_01.mdx",0,1
3005,"Ice Prison State","spells\IcePrison_Base.mdx",0,1
3006,"Missile: Shadow Bolt - Epic","spells\DeathBolt_Missile_Low.mdx",0,1
3007,"Meteor Impact Base","spells\Meteor_Impact_Base.mdx",0,1
3008,"Missile: Giant Boulder","spells\BoulderGiant_Missile.mdx",0,1
3009,"Holiday - Valentine - Cupid's Bow","spells\holidays\valentines_spellobject_cupidsbow.mdx",0,1
3010,"Holiday - Valentine - Cupid's Arrow Impact Chest","spells\holidays\valentines_cupidsarrow_impact_chest.mdx",0,1
3011,"Holiday - Valentine - Missle, Cupid's Arrow","spells\holidays\valentines_cupidsarrow_missle.mdx",0,1
3012,"Holiday - Valentine - Picnic Blanket","spells\holidays\valentines_blanket.mdx",0,1
3013,"Holiday - Valentine - Flower Shower","spells\holidays\valentines_roseshower_impact_base.mdx",0,1
3014,"Holiday - Valentine - Broken Heart Impact","spells\holidays\valentines_brokenheart.mdx",0,1
3015,"Insect Swarm State Chest","Spells\InsectSwarm_State_Chest.mdx",0,1
3016,"Holiday - Valentine - Heart State/Impact","spells\holidays\valentines_lookingforloveheart.mdx",0,1
3021,"Flare Ground State","spells\flare_state_base.mdx",0,1
3023,"Tugofwar - OLD Missile, Red Spice","world\generic\passivedoodads\tugofwar\tugofwar_redspicemissile.mdx",0,1
3024,"Purple Ghost State","spells\purpleghost_state.mdx",0,1
3026,"LightningBoltIvus Missile","Spells\LightningBoltIvus_Missile.mdx",0,1
3027,"Acid Breath (45 yd)","spells\acidliquidbreath.mdx",0,45
3028,"Holiday - Scourge Invasion, Purple Lightning","spells\naxxramasstrike_impactdd_med_base.mdx",0,1
3029,"Naxxramas Strike","Spells\NaxxramasStrike_ImpactDD_Med_Base.mdx",0,1
3030,"Missile: Deathbolt Missile","spells\deathbolt_missile_low.mdx",0,1
3031,"Grobbulus Poison Cloud","Spells\Poison_Cloud_Grobbulus.mdx",0,1
3035,"Shadow Fissure Base","Spells\Shadow_Fissure_Base.mdx",0,1
3036,"Giant Insect Swarm Chest","Spells\GiantInsectSwarm_State_Chest.mdx",0,1
3037,"Giant Insect Swarm State","Spells\GiantInsectSwarm_State_Ground.mdx",0,1
3038,"Spike Low Base","Spells\Spike_Low_Base.mdx",0,1
3039,"Spike Impact Base","Spells\Spike_Impact_Base.mdx",0,1
3043,"Ice Nuke Missile","spells\IceNuke_Missile.mdx",0,1
3044,"Ice Nuke Base","spells\IceNuke_Base_Impact.mdx",0,1
3054,"Tugofwar - Red Spice Explosion","world\generic\passivedoodads\tugofwar\tugofwar_redspiceexplosion.mdx",0,1
3055,"Tugofwar: Missile, Red Spice","world\generic\passivedoodads\tugofwar\tugofwar_redspicemissile.mdx",0,1
3056,"Rocket Blast","spells\rocketblast.mdx",0,1
3057,"Anti-Magic State Base (Blue)","spells\antimagic_state_blue.mdx",0,1
3058,"Tugofwar - Red Dust Cloud aura","spells\reddustcloud.mdx",0,1
3060,"Putrid Mushroom","world\goober\g_sporemushroom.mdx",0,1
3061,"Missile: Net","Spells\Net_Missile.mdx",0,1
3062,"Missile: Nightbane Bone","spells\nightbane_bone_missile.mdx",0,1
3063,"New Effect","",0,1
3064,"Missile: Infernal Ball","spells\Infernal_Ball.mdx",0,1
3067,"Red Ghost State","spells\redghost_state.mdx",0,1
3068,"Blessing of the Naaru Head","spells\giftofnaaru.mdx",0,1
3069,"Abyssal Impact Base","spells\abyssal_impact_base.mdx",0,1
3070,"Anti-Magic State Base (Red)","spells\antimagic_state_red.mdx",0,1
3071,"Doomfire Spell Visual","World\Lordaeron\Stratholme\PassiveDoodads\FX\StratholmeFireSmokeEmberS.mdx",0,1
3073,"Missile: Aegis","Spells\Aegis.mdx",0,1
3074,"Ice Lance Missile","spells\ice_lance_missile.mdx",0,1
3075,"Ice Lance Impact","spells\ice_lance_impact.mdx",0,1
3076,"Force Field Effect","World\Kalimdor\DireMaul\ActiveDoodads\Doors\DireMaulBossForceField.mdx",0,1
3078,"Mage Dragons Breath","spells\mage_dragons_breath.mdx",0,1
3079,"Fel Armor Impact Head","spells\felarmor_impact_head.mdx",0,1
3080,"test","spells\acidliquidbreath.mdx",0,1
3081,"Ritual Arcane PreCast Base","spells\ritual_arcane_precast_base.mdx",0,1
3082,"Exploding Stone Impact","spells\exploding_stone_impact.mdx",0,1
3083,"Consecration Impact Base (0.5x)","spells\consecration_impact_base.mdx",0,0.5
3084,"Banish (Purple) - 2.00","spells\banish_chest_purple.mdx",0,2
3085,"Flame Patch (0.5x)","spells\archimonde_fire.mdx",1056964608,0.5
3086,"Combat Blood Spurt Front Large Blue","particles\bloodspurts\bloodspurtbluelarge.mdx",0,1
3087,"Silencing Shot Impact","spells\throatshot_impact_chest.mdx",0,1
3088,"Missile: Rocket","spells\Missle_Rocket.mdx",0,1
3089,"Shadowfury Cast Base","spells\shadowfury_impact_base.mdx",0,1
3090,"Flame Patch","spells\archimonde_fire.mdx",0,1
3091,"Zangarmarsh Arcane Impact","spells\zangarmarsh_arcane_impact.mdx",0,1
3092,"Zangarmarsh Arcane Missile","spells\zangarmarsh_arcane_missile.mdx",0,1
3093,"Black Stone Crystal State","world\generic\pvp\runes\pvp_rune_invis.mdx",0,1
3095,"Cleave Cast Base Purple","spells\cleave_cast_base_purple.mdx",0,1
3096,"Deadly Throw Impact Chest","spells\deadly_throw_impact_chest.mdx",0,1
3097,"Shadow Strikes State Hand","spells\shadow_strikes_state_hand.mdx",0,1
3098,"Arcane Explosion Base Boss","spells\arcaneexplosion_boss_base.mdx",0,1
3099,"Barkskin State (0.25)","spells\barkskin_state_base.mdx",0,0.25
3100,"Molten Armor Head","spells\molten_armor_head.mdx",0,1
3101,"Item - Atiesh Equip Visual","Spells/Crow_Baked.mdx",0,1
3103,"Scourge Summoning Runes","world\goober\g_scourgerunecirclecrystal.mdx",0,1
3104,"Fire Ritual Base","spells\ritual_fire_precast_base.mdx",0,1
3105,"Shadow Nova Cast - (4.00) (40yd)","spells\shadow_nova_area.mdx",0,4
3106,"Flame Circle (3.00)","Spells\FlameCircleEffect.mdx",0,3
3107,"Incinerate Missile","spells\incinerate_low_base.mdx",0,1
3108,"Incinerate Impact","spells\incinerate_impact_base.mdx",0,1
3109,"BloodLust Player Cast Head","spells\bloodlust_player_cast_head.mdx",0,1
3110,"BloodLust Player State Head","spells\bloodlust_player_state_head.mdx",0,1
3111,"Fel Flame Shock Impact Chest","spells\fel_flameshock_impact_chest.mdx",0,1
3112,"Shadow Nova Cast","spells\shadow_nova_area.mdx",0,1
3113,"Aimed Shot Impact","spells\aimedshot_impact_chest.mdx",0,1
3114,"Rocket Launcher Precast","spells\RocketLauncher_PreCast.mdx",0,1
3115,"WaterShield Impact Base","spells\watershield_impact_base.mdx",0,1
3116,"WaterShield State Base","spells\watershield_state_base.mdx",0,1
3117,"Earth Shield Impact","spells\earthshield_impact_base.mdx",0,1
3118,"Earth Shield State","spells\earthshield_state_base.mdx",0,1
3119,"Scorpid Sting Impact","spells\scorpidsting_impact_base.mdx",0,1
3120,"ShadowGuard_State_Base","spells\shadowshield_state_base.mdx",0,1
3121,"Tranquility Area (0.5x)","spells\tranquility_area.mdx",1056964608,0.5
3122,"ShadowGuard Impact Base","spells\shadowshield_impact.mdx",0,1
3123,"Soulshatter Impact Base","spells\soulshatter_impact.mdx",0,1
3125,"Cloud: White","spells\whiteradiationfog.mdx",0,1
3126,"Rocket Launcher Cast","spells\RocketLauncher_Cast.mdx",0,1
3127,"Mutilate Impact","spells\mutilate_impact_chest.mdx",0,1
3128,"Spell Reflection","spells\spellreflection_state_shield.mdx",0,1
3129,"Ritual of Souls Base","spells\wellofsouls_base.mdx",0,1
3130,"Shadow Strikes State","spells\shadow_strikes_state_hand.mdx",0,1
3131,"Missile: Nightbane Fire","spells\nightbane_fire_missile.mdx",0,1
3132,"Infernal Impact Base (3.00)","spells\infernal_impact_base.mdx",0,3
3133,"Shadow Shield State Base","Spells\ShadowShield_State_Base.mdx",0,1
3134,"Missile: Sonic Boom","Spells\SonicBoom_Missile_High.mdx",0,2
3135,"Portal: Ritual of Summoning","world\generic\activedoodads\instanceportal\summon_ritual.mdx",0,1
3136,"Missile: Abyssal Ball","spells\abyssal_ball.mdx",0,1
3137,"Ice Barrier State Chest","spells\ice_barrier_state_chest.mdx",0,1
3138,"Blessing of Protection State Chest","spells\blessingofprotection_chest.mdx",0,1
3139,"Dreadlord Carrion Impact","spells\dreadlord_carrion_impact.mdx",0,1
3140,"Dreadlord Carrion Swarm Cast","spells\dreadlord_carrion_swarm_cast.mdx",0,1
3141,"Draenei Spirit Red","world\expansion01\doodads\auchindoun\passivedoodads\spirit_fx\draenei_spirit_red.mdx",0,1
3142,"Missile: Infernal Ball (5.00)","spells\Infernal_Ball.mdx",0,5
3143,"Nightbane Area Base","spells\nightbane_area_base.mdx",0,1
3144,"Blessing of Spell Protection Base","spells\blessingofspellprotection_base.mdx",0,1
3145,"Avenging Wrath Impact Base","spells\avengingwrath_impact_base.mdx",0,1
3146,"Avenging Wrath State Chest","spells\avengingwrath_state_chest.mdx",0,1
3147,"Seal of Blood Impact Base","spells\sealofblood_impact_base.mdx",0,1
3148,"Divine illumination base","spells\divineillumination_base.mdx",0,1
3149,"Smoke Flare (Blue)","spells\SmokeFlare_Blue.mdx",0,1
3150,"Smoke Flare (Red)","spells\SmokeFlare_Red.mdx",0,1
3151,"Smoke Flare (Green)","spells\SmokeFlare_Green.mdx",0,1
3152,"Smoke Flare (Purple)","spells\SmokeFlare_Purple.mdx",0,1
3153,"Smoke Flare (White)","spells\SmokeFlare_White.mdx",0,1
3154,"Waterbreathing Impact Base (.25)","Spells\Waterbreathing_Impact_Base.mdx",0,0.25
3155,"Seal of Righteousness Impact","spells\sealofrighteous_impact_base.mdx",0,1
3156,"Sonic Wave Blast Down Cast","spells\sonicwave_cast_down.mdx",0,1
3157,"MoonBeam (Blue)","spells\MoonBeamBlue_Impact_Base.mdx",0,1
3158,"MoonBeam (Red)","spells\MoonBeamRed_Impact_Base.mdx",0,1
3159,"Arcane Explosion Boss Base (.75)","spells\arcaneexplosion_boss_base.mdx",0,0.75
3160,"Blessing Of Wisdom Base","spells\blessingofwisdom_base.mdx",0,1
3161,"Seal of Command Impact","spells\sealofcommand_impact_base.mdx",0,1
3162,"Cloud: Red","spells\redradiationfog.mdx",0,1
3163,"Judgement Impact Chest","spells\judgement_impact_chest.mdx",0,1
3164,"Water Elemental Impact Base","spells\waterelemental_impact_base.mdx",0,1
3165,"Combat Blood Spurt Back Large Blue","particles\bloodspurts\bloodspurtbluelarge.mdx",0,1
3166,"Cloud: Orange","spells\orangeradiationfog.mdx",0,1
3167,"Cloud: Green","spells\greenradiationfog.mdx",0,1
3168,"Ghost_state (Red)","spells\redghost_state.mdx",0,1
3169,"Fel Fire Precast Hand","spells\fel_fire_precast_hand.m2",1065353216,1
3170,"Red Radiation Fog","spells\redradiationfog.mdx",0,1
3171,"Green Radiation Fog","spells\greenradiationfog.mdx",0,1
3172,"Orange Radiation Fog","spells\orangeradiationfog.mdx",0,1
3173,"Blue Radiation Fog","spells\blueradiationfog.mdx",0,1
3174,"Black Radiation Fog","spells\blackradiationfog.mdx",0,1
3175,"White Radiation Fog","spells\whiteradiationfog.mdx",0,1
3176,"Sonic Wave Blast Cast","spells\sonicwave_cast.mdx",0,1
3177,"Cloud: Blue","spells\blueradiationfog.mdx",0,1
3178,"Cloud: Black","spells\blackradiationfog.mdx",0,1
3180,"Seal of Vengeance Impact Base","spells\sealofvengeance_impact_base.mdx",0,1
3181,"Magtheridon Cieling Chunk Impact","spells\MagtheradonCeilingChunk.mdx",0,1
3182,"HolyShield_State_Base","spells\holyshield_state.mdx",0,1
3183,"Heroism Cast","spells\heroism_cast.mdx",0,1
3184,"Heroism State","spells\heroism_state.mdx",0,1
3185,"ShadowWord Death Impact","spells\shadowword_death_impact.mdx",0,1
3186,"Prayer of Mending Impact Head","spells\prayerofmending_impact_head.mdx",0,1
3187,"Seal of Crusader Cast","spells\sealofcrusader_impact.mdx",0,1
3188,"Victory Rush Impact","spells\victory_rush_impact.mdx",0,1
3189,"Shadow Nova Cast - (2.00)","spells\shadow_nova_area.mdx",0,2
3190,"Seal of Light Impact Base","spells\sealoflight_impact_base.mdx",0,1
3191,"Circle of Renewal Impact","spells\circle_of_renewal_impact.mdx",0,1
3192,"Symbol of Hope Impact Base","spells\symbolofhope_impact_base.mdx",0,1
3193,"Missile: Abyssal Ball (5.00)","spells\abyssal_ball.mdx",0,5
3194,"Frost Trap Aura (0.10)","Spells\FrostTrap_Aura.mdx",0,0.10000000149011612
3195,"Missile: Saw Blade","spells\missile_sawblade.mdx",0,1
3196,"Consume Magic Impact","spells\consume_magic_impact.mdx",0,1
3197,"Upper Deck Promo Firework Cast","world\goober\g_promotion_purple.mdx",0,1
3198,"Ground Rune (Blue)","World\Goober\G_RuneGroundBlue01.mdx",0,1
3199,"Infernal Impact (5.00)","spells\infernal_impact.mdx",0,5
3200,"Missile: Nightbane Bone Shards","spells\nightbane_bone_spurs.mdx",0,1
3201,"SummonPet PreCast Impact Base (4.00)","Spells\SummonPet_Impact_Base.mdx",0,4
3202,"Infernal Impact (2.00)","spells\infernal_impact.mdx",0,2
3203,"Fel Fire Precast Hand Uber","spells\fel_fire_precast_uber_hand.mdx",0,1
3204,"Flames (Stratholme Small)","world\lordaeron\stratholme\passivedoodads\fx\stratholmefiresmokeembers.mdx",0,1
3205,"Missile: Abyssal Ball (2.00)","spells\abyssal_ball.mdx",0,2
3207,"HARDCODED Resist Spell","spells\resist_immune_effect.mdx",0,1
3208,"Arcane Torrent Cast (5x)","Spells\ArcaneTorrent.mdx",0,5
3209,"Ice Ritual Precast Base","spells\ritual_frost_precast_base.mdx",0,1
3210,"Pain Suppression","spells\painsuppression_state.mdx",0,1
3212,"Missile: Infernal Ball (2.00)","spells\Infernal_Ball.mdx",0,2
3213,"Gift of the water Spirit Base imapct","spells\giftwaterspirit_impact_base.mdx",0,1
3214,"Shadow Mend Impact","spells\Shadow_Mend_Impact.mdx",0,1
3215,"Rain of Fel Fire","Spells\Fel_RainOfFire_Impact_Base.mdx",0,1
3216,"Broggok Poison Cloud","Spells\Poison_Cloud_Grobbulus.mdx",1056964608,0.5
3217,"Ice Block State (0.50)","spells\icebarrier_state.mdx",1056964608,0.5
3218,"Barkskin State (0.50)","spells\barkskin_state_base.mdx",0,0.5
3219,"Combat Blood Spurt Front Small Blue","particles\bloodspurts\bloodspurtblue.mdx",0,1
3220,"Fel Fireball Missile High","spells\fel_fireball_missile_high.mdx",0,1
3221,"Fel Fire Impact Chest DD High","spells\fel_fire_impactdd_high_chest.mdx",0,1
3222,"Mass Dispel","Spells\Mass_Dispell_Impact.mdx",0,1
3223,"Fel Immolate Impact Chest","spells\fel_immolate_impact_chest.mdx",0,1
3224,"Combat Blood Spurt Back Small Blue","particles\bloodspurts\bloodspurtblue.mdx",0,1
3225,"Focused Casting State Chest (0.25)","spells\focusedcasting_state_chest.mdx",0,0.25
3226,"Shades of Darkness Cast - 2.00","spells\shadesofdarkness_cast.mdx",1077936128,2
3227,"Fel Fireblast Impact Chest","spells\fel_fireblast_impact_chest.mdx",0,1
3228,"Arena - Gold Flag (Alliance)","spells\GoldArenaflag_spell.mdx",0,1.5
3229,"Focused Casting State Chest (0.5)","spells\focusedcasting_state_chest.mdx",0,0.5
3230,"Fel Flame Patch","spells\fel_archimonde_fire.mdx",0,1
3231,"Fel Immolation","Spells\Fel_Immolate_State_Base.mdx",0,1
3232,"Shadow Shield Impact Base","spells\shadowshield_impact.mdx",0,1
3233,"Breath: Nightbane Smoke","spells\nightbane_breath.mdx",0,1
3234,"Mass Dispell Impact","spells\Mass_Dispell_Impact.mdx",0,1
3235,"Missile: Soul","spells\SoulShatter_Missile.mdx",0,1
3236,"SoulShatter Cast","spells\SoulShatter_Cast.mdx",0,1
3237,"Restoration Impact Base (8x)","Spells\Restoration_Impact_Base.mdx",0,8
3238,"Fire Nova Area (0.25)","Spells\FireNova_Area.mdx",0,0.25
3239,"Envenom Impact","spells\envenom_impact_chest.mdx",0,1
3240,"LifeBloom Impact","spells\LifeBloom_Impact.mdx",0,1
3241,"LifeBloom State","spells\LifeBloom_State.mdx",0,1
3242,"Mangle Impact","spells\Mangle_Impact.mdx",0,1
3243,"Lacerate Impact","spells\Lacerate_Impact.mdx",0,1
3244,"Maim Impact","spells\Mame_Impact.mdx",0,1
3245,"Force of Nature Impact","spells\forceofnature_impact.mdx",0,1
3246,"Circle of Renewal Impact","spells\circle_of_renewal_impact.mdx",0,1
3247,"Shock Missile [4.0]","Spells\Shock_Missile.mdx",0,4
3248,"Fire Nova Area (2.00)","Spells\FireNova_Area.mdx",0,2
3249,"Missile: Flare (Scale: x2)","spells\missile_flare.mdx",0,2
3250,"Detect Invisibility and Stealth State","",1065353216,1
3251,"PvP - Neutral Flag (Green)","Spells\NeutralCTFflag_spell.mdx",0,1
3252,"Fel Flame Wreath","Spells\Fel_FlameCircleEffect.mdx",0,1
3253,"Detect Invisibility State Head","spells\detectstealth_state_head.mdx",0,1
3254,"Polymorph Scale 2","spells\polymorph_impact.mdx",0,2
3255,"ArcaneExplosion Base (1.5x)","Spells\ArcaneExplosion_Base.mdx",0,1.5
3256,"Missile: Meteor","spells\Meteor_Ball_Missile.mdx",0,1
3257,"Hellfire Area Base (Scale 0.20)","Spells\HellFire_Area_Base.mdx",0,0.20000000298023224
3258,"Quest - Seed of Revitalization - Entangling Roots Effect Big","spells\entanglingroots_state.mdx",0,35
3259,"Quest - Seed of Revitalization - Giant Insect Swarm Effect Big","spells\giantinsectswarm_state_ground.mdx",0,1
3260,"Quest - Seed of Revitalization - Lightning Cloud Effect Big","Spells\LightningStorm_Cloud_State.mdx",0,1.5
3261,"Rampage State Head","spells\Rampage_State_Head.mdx",0,1
3262,"Quest - Terokkar Forest - Mana Bomb Explosion Base","spells\arcaneexplosion_boss_base.mdx",0,2
3263,"Fel Flame Breath (120) - 1.00","Spells\Fel_FlameBreath.mdx",0,1
3264,"Banish (Red) - 2.00","spells\bloodbolt_chest.mdx",0,2
3265,"World: Book Small 01","World\Generic\Human\Passive Doodads\Books\BookSmall01.mdx",0,1
3266,"Quest - Ultris Explosion Cast - Huge Explosion","spells\fire_impactdd_uber_chest.mdx",0,10
3267,"Misdirection Impact Head","spells\misdirection_impact_head.mdx",0,1
3268,"Arena - Gold Flag (Horde)","spells\GoldHordeflag_spell.mdx",0,1.5
3269,"Arena - Green Flag (Alliance)","spells\GreenArenaflag_spell.mdx",0,1.5
3270,"Arena - Green Flag (Horde)","spells\GreenHordeflag_spell.mdx",0,1.5
3271,"Brilliance Aura Base (3.00)","Spells\BrillianceAura.mdl",1065353216,3
3272,"Fel Immolation State x2","spells\fel_immolate_state_base.mdx",0,2
3273,"Spellbreaker Impact Chest","Spells\Zangarmarsh_Arcane_Impact.mdx",0,1
3274,"Fel Flamestrike Impact Base","spells\fel_flamestrike_impact_base.mdx",0,1
3275,"Water Bubble Chest State (Big)","spells\waterbubble.mdx",0,2
3276,"Water Bubble State (Head) (Small)","spells\waterbubble.mdx",0,0.3499999940395355
3277,"World: Book Medium 04","world\generic\human\passive doodads\books\bookmedium04.mdx",0,1
3278,"Anti-Magic State - Head","spells\antimagic_state_base.mdx",0,0.800000011920929
3279,"Ritual Arcane PreCast Base","spells\Ritual_Arcane_PreCast_Base.mdx",0,1
3280,"Quest - Fel Fire Aura (Immolate) State","spells\fel_immolate_state_base.mdx",0,1
3281,"Quest - Fel Fire (Fire Aura) State","spells\fel_lowpolyfireanim.mdx",0,0.25
3282,"Quest - Fel Fire Aura (Archimonde Fire) State","spells\fel_archimonde_fire.mdx",0,0.25
3283,"Quest - Infernal Ball State","spells\infernal_ball.mdx",0,1
3284,"Hellfire FirePuff Caster Base (0.50)","spells\HellFire_FirePuff_Caster_Base.mdx",1056964608,0.5
3285,"Shadow Fury Impact","spells\ShadowFury_Impact_Base.mdx",0,1
3286,"Enslave Demon Impact Base","spells\enslavedemon_impact_base.mdx",0,1
3287,"Fel Fireball State","spells\fel_fireball_missile_high.mdx",0,1
3288,"Infernal Impact","spells\infernal_impact.mdx",0,1
3289,"Quest - Cosmetic: Steam State","spells\steam.mdx",0,1
3290,"Quest - Cosmetic: Water Bolt State","spells\waterbolt_missile_low.mdx",0,1.5
3291,"Quest - Cosmetic: Blue Cyclone State","spells\cyclonewater_state.mdx",0,1
3292,"Arcane Explosion (0.25)","Spells\ArcaneExplosion_Base.mdx",0,0.25
3293,"Bloodmyst Crystal 3 (0.25)","World\Expansion01\Doodads\Bloodmyst\Crystals\BloodmystCrystal03.mdx",0,0.25
3294,"Black Magic Precast Base","spells\BlackMagic_Precast_Base.mdx",0,1
3295,"Quest - Cosmetic: Earthen Soul State","spells\boulder_missile.mdx",0,1.5
3296,"Bloodmyst Crystal 3 (0.15)","World\Expansion01\Doodads\Bloodmyst\Crystals\BloodmystCrystal03.mdx",0,0.15000000596046448
3297,"Missile: Ziggurat Spirit (Scale x4)","spells\zig_missile.mdx",0,4
3298,"Fel Fire Nova Area","spells\fel_firenova_area.mdx",0,1
3299,"Fel Fire Nova State","spells\fel_firenova_state.mdx",0,1
3300,"Fel Firebolt Missile","spells\fel_firebolt_missile_low.mdx",0,1
3301,"Endless Rage State","spells\endlessrage_state_head.mdx",0,1
3302,"Arcane Lightning (1)","Spells\arcanelightning.mdx",0,0.6499999761581421
3303,"Arcane Lightning (2)","Spells\arcanelightning01.mdx",0,0.6499999761581421
3304,"Arcane Lightning (3)","Spells\arcanelightning02.mdx",0,0.6499999761581421
3305,"Arcane Impact Chest (Scale x2)","Spells\Magic_Impact_Chest.mdx",0,2
3306,"Shadow ImpactDD Uber Chest (Scale x2)","Spells\Shadow_ImpactDD_Uber_Chest.mdx",0,2
3307,"Arcane Torrent Cast (0.5x)","Spells\ArcaneTorrent.mdx",0,0.5
3308,"Rampage Impact Head","spells\endlessrage_impact_head.mdx",0,1
3309,"Quest - Cosmetic: Fel Fire Aura (Cyrukh) (Left Hand)","spells\fel_lowpolyfireanim.mdx",0,0.15000000596046448
3310,"Quest - Cosmetic: Fel Fire Aura (Cyrukh Right Hand)","spells\fel_lowpolyfireanim.mdx",0,0.15000000596046448
3311,"Quest - Cosmetic: Fel Fire Aura (Cyrukh Head)","spells\fel_lowpolyfireanim.mdx",0,0.20000000298023224
3312,"Quest - Infuse Infernal Soul","spells\fel_hellfire_impact_caster_base.mdx",0,1
3313,"Banish (Purple) - 3.00","spells\banish_chest_purple.mdx",0,3
3314,"Quest - Summon Pet Precast Base (Large 2x Size)","spells\summonpet_impact_base.mdx",0,2
3315,"Dampen Magic Impact Base (1.5x)","Spells\DampenMagic_Impact_Base.mdx",0,1.5
3316,"ArcaneExplosion Base (2.0x)","Spells\ArcaneExplosion_Base.mdx",0,2
3317,"Arcane Power State Chest - 0.50","spells\arcanepower_state_chest.mdx",0,0.5
3318,"Ghost_state (Purple)","spells\purpleghost_state.mdx",0,1
3319,"Earth Burrow Cast (Scale x5)","Spells\BurrowEarth_Brown_Missile.mdx",0,5
3320,"Water Elemental Impact Base (Scale x3)","spells\waterelemental_impact_base.mdx",0,3
3321,"Missile: Water Bolt (Scale x3)","Spells\WaterBolt_Missile_Low.mdx",0,3
3322,"Void Zone (0.10)","creature\portalofkathune\portalofkathune.mdx",0,0.10000000149011612
3323,"Quest - Acid Breath Liquid (Small)","spells\acidliquidbreath.mdx",0,0.25
3324,"The Beast Within State Base","spells\beastwithin_state_base.mdx",0,1
